"Datum","Type","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90"
"2021-01-01","Klinisch",764,232,402,531,639,823,1365,2167,2645,2974,3078,4026,4336,4006,2721,1112
"2021-01-02","IC",12,23,44,81,91,137,324,549,809,1020,1129,1314,819,245,39,4
"2021-01-02","Klinisch",767,232,402,533,641,824,1364,2174,2655,2994,3099,4055,4357,4027,2727,1114
"2021-01-03","IC",12,23,44,81,92,138,327,553,820,1024,1133,1322,829,247,40,4
"2021-01-03","Klinisch",772,235,401,538,641,827,1372,2188,2673,3013,3112,4087,4385,4055,2742,1126
"2021-01-04","IC",13,24,45,80,93,140,330,559,827,1043,1147,1335,833,249,41,4
"2021-01-04","Klinisch",777,237,406,542,650,832,1378,2199,2702,3022,3138,4110,4440,4083,2772,1142
"2021-01-05","IC",13,24,45,80,93,140,332,562,831,1047,1161,1344,840,253,42,4
"2021-01-05","Klinisch",780,239,403,544,660,841,1396,2227,2714,3050,3167,4151,4468,4137,2807,1155
"2021-01-06","IC",13,24,45,81,92,140,331,567,832,1054,1166,1353,842,256,42,4
"2021-01-06","Klinisch",782,240,406,544,666,843,1401,2244,2733,3070,3181,4181,4480,4158,2831,1160
"2021-01-07","IC",13,25,45,82,96,141,335,568,838,1060,1170,1361,849,255,41,4
"2021-01-07","Klinisch",776,237,412,544,666,847,1407,2253,2752,3088,3207,4218,4521,4198,2847,1167
"2021-01-08","IC",13,24,45,84,95,140,341,569,844,1072,1183,1372,853,256,41,4
"2021-01-08","Klinisch",775,238,410,549,669,854,1409,2262,2779,3101,3227,4237,4552,4223,2856,1170
"2021-01-09","IC",13,25,45,84,96,140,341,576,844,1074,1189,1381,857,256,41,4
"2021-01-09","Klinisch",774,238,412,546,672,861,1413,2265,2794,3106,3243,4248,4572,4239,2867,1175
"2021-01-10","IC",13,25,45,84,96,141,345,577,845,1076,1199,1381,858,258,43,4
"2021-01-10","Klinisch",776,238,413,551,672,861,1424,2275,2791,3118,3251,4264,4587,4252,2887,1181
"2021-01-11","IC",14,25,46,85,96,142,346,580,849,1081,1207,1392,858,259,42,4
"2021-01-11","Klinisch",779,239,414,554,678,864,1427,2291,2803,3143,3268,4317,4624,4286,2905,1198
"2021-01-12","IC",14,26,46,84,97,143,347,584,854,1089,1219,1411,865,262,42,4
"2021-01-12","Klinisch",785,242,420,558,678,869,1442,2306,2830,3187,3299,4362,4670,4319,2935,1218
"2021-01-13","IC",14,26,46,84,98,143,348,588,859,1093,1231,1412,869,265,42,4
"2021-01-13","Klinisch",791,246,425,562,681,871,1457,2327,2854,3219,3338,4393,4710,4359,2965,1230
"2021-01-14","IC",14,26,48,84,97,143,350,588,865,1104,1236,1418,873,264,42,4
"2021-01-14","Klinisch",793,245,427,569,680,870,1455,2335,2867,3227,3359,4406,4726,4383,2968,1234
"2021-01-15","IC",15,26,48,86,98,144,351,590,873,1116,1234,1429,877,261,42,4
"2021-01-15","Klinisch",797,244,430,573,682,877,1461,2349,2876,3246,3376,4408,4739,4410,2981,1244
"2021-01-16","IC",15,26,48,86,98,144,353,592,874,1120,1242,1434,876,262,42,4
"2021-01-16","Klinisch",795,246,431,578,687,880,1464,2360,2895,3252,3383,4419,4752,4436,2984,1243
"2021-01-17","IC",15,26,48,87,98,144,356,595,876,1125,1242,1438,882,263,44,4
"2021-01-17","Klinisch",801,247,432,575,685,883,1472,2373,2910,3267,3401,4443,4762,4470,3008,1247
"2021-01-18","IC",16,26,49,87,98,145,361,596,883,1136,1252,1449,882,264,44,4
"2021-01-18","Klinisch",799,249,434,578,685,889,1483,2388,2929,3297,3412,4475,4800,4500,3027,1260
"2021-01-19","IC",16,26,49,88,99,146,360,603,887,1145,1258,1454,884,262,44,4
"2021-01-19","Klinisch",800,251,433,582,684,887,1489,2404,2950,3308,3430,4505,4840,4526,3055,1272
"2021-01-20","IC",16,26,49,88,98,147,361,602,891,1152,1261,1457,886,262,44,4
"2021-01-20","Klinisch",808,251,435,580,683,896,1494,2413,2980,3327,3459,4539,4872,4565,3074,1286
"2021-01-21","IC",16,26,50,89,99,148,362,604,898,1159,1263,1463,894,265,44,4
"2021-01-21","Klinisch",808,252,440,581,690,897,1503,2428,2987,3354,3472,4576,4897,4581,3089,1292
"2021-01-22","IC",16,26,50,89,98,149,362,610,903,1167,1272,1470,898,268,45,5
"2021-01-22","Klinisch",812,254,440,586,693,899,1506,2441,3011,3366,3501,4598,4915,4604,3108,1297
"2021-01-23","IC",16,26,50,89,99,149,364,610,906,1175,1281,1473,902,268,45,4
"2021-01-23","Klinisch",814,255,443,587,699,905,1509,2449,3017,3377,3500,4609,4920,4616,3119,1300
"2021-01-24","IC",16,27,50,89,100,150,365,612,909,1179,1291,1477,903,271,46,4
"2021-01-24","Klinisch",812,254,443,587,699,909,1517,2456,3038,3396,3500,4623,4938,4639,3139,1307
"2021-01-25","IC",16,28,51,90,101,151,366,615,916,1187,1299,1486,905,273,46,4
"2021-01-25","Klinisch",821,254,443,592,701,912,1521,2466,3047,3409,3521,4629,4961,4653,3152,1317
"2021-01-26","IC",16,28,51,90,102,153,372,616,921,1196,1311,1495,911,275,46,4
"2021-01-26","Klinisch",824,256,445,597,702,914,1522,2475,3064,3447,3545,4680,4987,4689,3170,1328
"2021-01-27","IC",17,28,51,92,101,152,372,617,926,1203,1316,1501,908,276,46,4
"2021-01-27","Klinisch",824,256,448,597,709,915,1532,2477,3075,3468,3563,4693,5010,4714,3184,1326
"2021-01-28","IC",16,28,51,91,101,152,374,622,927,1202,1324,1505,914,277,46,5
"2021-01-28","Klinisch",830,258,450,596,711,916,1537,2486,3078,3485,3583,4718,5040,4738,3205,1333
"2021-01-29","IC",16,28,52,92,104,152,378,622,933,1213,1331,1517,921,279,46,5
"2021-01-29","Klinisch",830,258,450,600,711,921,1543,2495,3095,3493,3602,4736,5055,4763,3215,1346
"2021-01-30","IC",16,28,53,92,103,152,378,625,936,1215,1335,1517,921,280,46,5
"2021-01-30","Klinisch",834,260,449,599,711,928,1549,2502,3105,3515,3609,4752,5085,4775,3225,1343
"2021-01-31","IC",17,28,53,93,104,154,379,627,942,1219,1341,1522,923,282,46,5
"2021-01-31","Klinisch",838,260,450,599,718,930,1555,2506,3113,3527,3611,4772,5107,4787,3234,1351
"2021-02-01","IC",16,28,54,94,104,154,381,631,947,1228,1346,1529,930,283,46,5
"2021-02-01","Klinisch",839,261,457,602,721,934,1560,2519,3126,3547,3633,4798,5133,4816,3255,1368
"2021-02-03","IC",16,28,56,94,105,157,383,637,956,1243,1359,1541,939,286,46,5
"2021-02-03","Klinisch",769,255,453,598,719,931,1566,2519,3147,3572,3647,4806,5147,4842,3279,1383
"2021-02-04","IC",18,28,56,94,104,156,383,641,962,1247,1358,1539,943,288,47,5
"2021-02-04","Klinisch",774,256,454,606,721,931,1567,2540,3157,3582,3652,4818,5163,4864,3287,1391
"2021-02-05","IC",16,28,56,93,105,156,386,645,969,1248,1366,1548,943,288,47,5
"2021-02-05","Klinisch",777,255,457,612,725,938,1575,2557,3180,3597,3669,4834,5202,4886,3298,1399
"2021-02-06","IC",16,28,56,93,104,158,387,645,967,1250,1368,1550,943,288,47,5
"2021-02-06","Klinisch",780,256,458,614,728,937,1575,2563,3189,3611,3678,4846,5217,4885,3310,1407
"2021-02-07","IC",16,28,56,93,103,157,388,644,967,1254,1369,1554,943,288,47,5
"2021-02-07","Klinisch",784,256,458,615,729,939,1582,2569,3200,3611,3688,4855,5239,4896,3318,1403
"2021-02-08","IC",16,30,56,94,104,158,390,650,974,1263,1381,1563,946,289,47,5
"2021-02-08","Klinisch",789,258,463,621,732,944,1590,2573,3223,3624,3701,4886,5264,4922,3339,1412
"2021-02-09","IC",16,30,57,93,104,158,392,654,974,1265,1386,1567,951,289,47,5
"2021-02-09","Klinisch",791,256,461,623,736,950,1605,2590,3234,3644,3725,4909,5294,4938,3360,1428
"2021-02-10","IC",16,30,57,93,104,158,393,657,976,1265,1389,1564,953,290,47,5
"2021-02-10","Klinisch",792,257,466,626,736,961,1610,2599,3249,3665,3737,4927,5317,4960,3377,1434
"2021-02-11","IC",16,30,57,95,104,162,394,661,980,1274,1396,1568,956,291,47,5
"2021-02-11","Klinisch",794,260,465,628,742,966,1613,2603,3265,3682,3768,4955,5339,4993,3403,1447
"2021-02-12","IC",16,30,57,95,104,165,397,661,986,1277,1398,1572,962,291,47,5
"2021-02-12","Klinisch",793,262,464,632,740,969,1614,2620,3274,3698,3779,4970,5355,5002,3411,1448
"2021-02-13","IC",16,30,58,96,104,165,398,663,987,1286,1401,1575,963,293,47,5
"2021-02-13","Klinisch",795,262,464,632,740,969,1620,2627,3283,3709,3790,4993,5376,5009,3424,1454
"2021-02-14","IC",16,30,58,97,105,166,398,668,990,1296,1402,1581,963,294,47,5
"2021-02-14","Klinisch",801,263,466,636,743,970,1629,2635,3299,3713,3803,5016,5389,5029,3435,1460
"2021-02-15","IC",18,30,57,97,106,167,403,673,997,1303,1408,1584,967,296,47,5
"2021-02-15","Klinisch",799,267,466,634,745,977,1639,2652,3302,3724,3822,5031,5412,5047,3456,1472
"2021-02-16","IC",17,30,57,97,107,167,404,676,1003,1303,1415,1595,968,296,47,5
"2021-02-16","Klinisch",803,270,469,636,747,977,1646,2663,3326,3751,3829,5059,5445,5079,3463,1475
"2021-02-17","IC",17,30,58,97,107,167,405,678,1010,1317,1421,1602,971,296,47,5
"2021-02-17","Klinisch",806,270,472,639,746,983,1647,2669,3339,3764,3849,5062,5457,5107,3472,1481
"2021-02-18","IC",17,30,59,97,107,167,408,682,1011,1326,1427,1608,970,296,47,5
"2021-02-18","Klinisch",810,271,471,641,751,987,1652,2689,3347,3773,3846,5084,5474,5133,3482,1484
"2021-02-19","IC",17,31,58,96,108,169,409,683,1014,1327,1433,1615,971,296,47,5
"2021-02-19","Klinisch",813,274,473,643,754,990,1662,2694,3361,3796,3862,5104,5500,5150,3498,1493
"2021-02-20","IC",18,31,58,96,110,169,408,685,1018,1330,1438,1617,978,297,47,5
"2021-02-20","Klinisch",811,274,472,646,753,990,1667,2699,3372,3797,3873,5119,5512,5175,3513,1489
"2021-02-21","IC",18,32,58,96,109,170,412,690,1025,1330,1443,1622,985,299,47,5
"2021-02-21","Klinisch",816,277,475,643,760,994,1665,2707,3375,3802,3879,5128,5521,5176,3525,1492
"2021-02-22","IC",17,32,58,96,114,170,410,694,1029,1340,1457,1630,996,299,47,5
"2021-02-22","Klinisch",836,279,479,649,762,1002,1684,2729,3416,3831,3921,5183,5576,5239,3564,1512
"2021-02-23","IC",17,32,59,96,115,172,412,699,1035,1343,1459,1640,998,299,47,5
"2021-02-23","Klinisch",834,280,480,653,770,1013,1691,2744,3432,3858,3945,5212,5596,5276,3590,1522
"2021-02-24","IC",18,32,59,97,115,173,411,704,1038,1346,1462,1640,1001,300,47,5
"2021-02-24","Klinisch",836,280,481,652,768,1019,1701,2746,3453,3867,3951,5235,5614,5289,3599,1527
"2021-02-25","IC",17,32,59,98,117,175,415,711,1042,1357,1463,1651,1002,301,47,5
"2021-02-25","Klinisch",834,279,483,659,770,1030,1706,2764,3472,3879,3968,5254,5644,5307,3607,1530
"2021-02-26","IC",17,32,59,99,116,177,418,714,1049,1359,1467,1655,1005,302,47,5
"2021-02-26","Klinisch",836,280,488,664,770,1035,1704,2767,3483,3894,3985,5260,5641,5334,3612,1533
"2021-02-27","IC",17,32,59,99,116,177,422,715,1055,1362,1472,1656,1009,303,47,5
"2021-02-27","Klinisch",840,285,487,665,773,1040,1715,2777,3494,3895,4005,5265,5649,5343,3618,1536
"2021-02-28","IC",17,32,60,100,116,182,423,717,1059,1364,1475,1656,1016,305,47,5
"2021-02-28","Klinisch",839,283,489,669,775,1040,1722,2782,3504,3909,4017,5281,5657,5358,3623,1538
"2021-03-01","IC",17,33,60,100,117,182,426,722,1070,1370,1486,1664,1020,305,47,5
"2021-03-01","Klinisch",842,284,493,671,781,1049,1734,2793,3521,3924,4030,5307,5672,5387,3633,1544
"2021-03-02","IC",17,32,60,101,118,185,429,726,1073,1380,1494,1672,1023,307,47,5
"2021-03-02","Klinisch",843,285,495,679,785,1057,1742,2808,3545,3953,4043,5339,5709,5399,3653,1550
"2021-03-03","IC",17,33,61,102,119,185,429,727,1077,1392,1503,1685,1029,307,47,5
"2021-03-03","Klinisch",849,286,496,677,789,1061,1752,2830,3554,3968,4059,5341,5720,5419,3661,1560
"2021-03-04","IC",17,33,64,102,121,188,432,731,1080,1398,1509,1692,1029,309,47,5
"2021-03-04","Klinisch",853,286,493,677,794,1059,1756,2841,3569,3973,4070,5361,5742,5433,3672,1560
"2021-03-05","IC",17,33,64,103,123,188,433,735,1092,1407,1510,1697,1030,311,47,5
"2021-03-05","Klinisch",853,288,494,686,800,1065,1758,2861,3588,3992,4080,5389,5767,5450,3682,1557
"2021-03-06","IC",18,33,64,105,123,189,435,735,1098,1414,1515,1696,1032,311,47,5
"2021-03-06","Klinisch",857,289,494,688,800,1070,1766,2869,3589,4005,4087,5388,5788,5462,3689,1557
"2021-03-07","IC",18,34,64,105,126,188,433,742,1102,1420,1518,1703,1032,312,47,5
"2021-03-07","Klinisch",863,288,494,691,801,1074,1773,2870,3593,4014,4096,5398,5795,5475,3698,1562
"2021-03-08","IC",18,34,64,105,125,190,433,746,1107,1421,1525,1712,1037,313,47,5
"2021-03-08","Klinisch",868,288,494,693,811,1074,1781,2883,3613,4033,4109,5444,5825,5499,3717,1565
"2021-03-09","IC",18,34,64,105,125,193,434,755,1111,1435,1536,1713,1044,315,47,5
"2021-03-09","Klinisch",870,291,496,700,813,1079,1794,2892,3642,4044,4121,5472,5851,5515,3727,1570
"2021-03-10","IC",18,34,64,105,126,194,436,758,1119,1441,1541,1719,1052,317,47,5
"2021-03-10","Klinisch",886,293,494,702,816,1085,1802,2904,3659,4074,4144,5486,5868,5532,3739,1574
"2021-03-11","IC",18,34,64,105,127,195,436,760,1127,1449,1549,1721,1061,318,47,5
"2021-03-11","Klinisch",885,292,495,709,821,1091,1811,2918,3685,4078,4161,5511,5882,5549,3748,1573
"2021-03-12","IC",18,34,64,106,129,197,440,764,1130,1454,1558,1729,1065,317,47,5
"2021-03-12","Klinisch",894,292,503,708,820,1093,1817,2934,3708,4091,4185,5525,5898,5563,3754,1586
"2021-03-13","IC",18,34,64,106,133,197,440,764,1133,1460,1564,1732,1069,319,48,5
"2021-03-13","Klinisch",897,293,500,715,818,1092,1823,2936,3712,4118,4209,5543,5921,5573,3759,1590
"2021-03-14","IC",19,34,64,106,132,199,441,763,1139,1467,1570,1733,1074,318,47,5
"2021-03-14","Klinisch",906,293,503,716,825,1097,1830,2950,3720,4132,4220,5562,5934,5586,3765,1589
"2021-03-15","IC",19,34,65,107,135,198,441,767,1144,1478,1580,1744,1080,320,47,5
"2021-03-15","Klinisch",905,296,506,722,826,1099,1838,2963,3740,4142,4240,5581,5967,5605,3777,1591
"2021-03-16","IC",19,34,64,109,136,199,444,771,1151,1492,1587,1756,1086,319,47,5
"2021-03-16","Klinisch",908,296,509,722,838,1107,1845,2981,3756,4165,4259,5603,5979,5620,3791,1600
"2021-03-17","IC",19,34,64,112,137,199,448,774,1157,1495,1597,1761,1087,319,48,5
"2021-03-17","Klinisch",914,297,513,725,839,1111,1854,2998,3769,4183,4273,5623,6002,5649,3800,1603
"2021-03-18","IC",19,34,64,111,137,200,447,779,1159,1500,1600,1760,1093,321,48,5
"2021-03-18","Klinisch",921,297,515,733,846,1122,1863,3018,3786,4198,4292,5651,6028,5670,3811,1607
"2021-03-19","IC",19,34,64,113,139,205,449,787,1168,1505,1612,1773,1100,322,48,5
"2021-03-19","Klinisch",923,296,518,739,850,1131,1879,3045,3814,4227,4318,5681,6063,5690,3826,1610
"2021-03-20","IC",19,34,65,114,138,206,451,790,1171,1510,1608,1778,1101,322,49,5
"2021-03-20","Klinisch",922,300,515,739,850,1138,1889,3050,3820,4237,4344,5689,6090,5694,3824,1615
"2021-03-21","IC",19,34,65,115,139,208,456,797,1179,1516,1618,1783,1105,324,48,5
"2021-03-21","Klinisch",924,301,519,739,853,1141,1901,3069,3832,4250,4349,5704,6099,5705,3830,1614
"2021-03-22","IC",19,34,66,116,141,212,457,805,1192,1522,1629,1787,1108,326,48,5
"2021-03-22","Klinisch",932,302,525,739,857,1145,1916,3083,3866,4271,4362,5724,6139,5723,3839,1616
"2021-03-23","IC",19,34,67,117,142,214,461,811,1194,1532,1636,1796,1115,327,48,5
"2021-03-23","Klinisch",930,306,528,744,866,1157,1932,3107,3887,4306,4391,5763,6172,5738,3853,1622
"2021-03-24","IC",19,35,67,119,143,217,464,814,1195,1534,1651,1805,1119,326,49,5
"2021-03-24","Klinisch",940,306,531,755,874,1167,1942,3127,3912,4325,4400,5796,6198,5757,3864,1630
"2021-03-25","IC",19,35,68,118,143,218,462,818,1203,1538,1660,1811,1120,327,51,5
"2021-03-25","Klinisch",938,306,533,760,877,1175,1955,3147,3944,4371,4424,5821,6223,5784,3870,1632
"2021-03-26","IC",20,36,69,118,145,220,466,824,1208,1548,1667,1817,1133,328,51,5
"2021-03-26","Klinisch",939,308,537,766,884,1179,1968,3169,3967,4380,4442,5832,6242,5800,3881,1639
"2021-03-27","IC",20,35,69,118,145,221,469,826,1212,1551,1670,1822,1139,328,50,5
"2021-03-27","Klinisch",943,311,543,767,891,1186,1986,3187,3985,4387,4460,5868,6253,5809,3889,1642
"2021-03-28","IC",21,36,69,120,146,222,471,830,1219,1557,1682,1832,1144,328,50,5
"2021-03-28","Klinisch",945,311,541,768,895,1187,1992,3194,3994,4404,4466,5879,6270,5819,3893,1647
"2021-03-29","IC",20,36,70,119,148,225,477,839,1224,1564,1695,1838,1151,330,50,6
"2021-03-29","Klinisch",955,315,548,770,903,1200,2002,3208,4015,4447,4489,5918,6318,5845,3903,1650
"2021-03-30","IC",19,37,70,119,151,226,480,840,1231,1569,1707,1850,1153,333,50,6
"2021-03-30","Klinisch",966,317,552,785,908,1210,2012,3240,4047,4485,4523,5974,6353,5859,3917,1655
